"SITE","LINE","PLC_STATION_ID","SFC","TXNTYPE","REASON_CODE","START_DATE_TIME",END_DATE_TIME","TXN_VARIANT_CODE","TXN_VARIANT_DATA","PRE_WEIGHT","POST_WEIGHT","STATUS","ACTIVITY","CREATED_BY","CREATED_DATE_TIME","MODIFIED_DATE_TIME","RETRY_COUNT"
"1297","L1_SA_SU","4","2019081501-00014",1,30,"15-AUG-2019 16:12:10","15-AUG-2019 16:12:27","","",661,661,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","5","2019081501-00014",1,40,"15-AUG-2019 16:12:34","15-AUG-2019 16:12:49","","",661,965,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","6","2019081501-00014",1,50,"15-AUG-2019 16:13:03","15-AUG-2019 16:13:14","","",965,965,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","7","2019081501-00014",1,60,"15-AUG-2019 16:13:40","15-AUG-2019 16:13:49","","",965,965,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","8","2019081501-00014",1,70,"15-AUG-2019 16:14:35","15-AUG-2019 16:14:46","","",965,965,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","1","2019081501-00015",1,1,"15-AUG-2019 16:09:49","15-AUG-2019 16:09:53","1"," E02B0040002A3F6",0,0,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","2","2019081501-00015",1,10,"15-AUG-2019 16:10:22","15-AUG-2019 16:10:36","","",0,204,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","3","2019081501-00015",1,20,"15-AUG-2019 16:12:08","15-AUG-2019 16:12:22","","",204,663,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","4","2019081501-00015",1,30,"15-AUG-2019 16:12:42","15-AUG-2019 16:12:59","","",663,663,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","5","2019081501-00015",1,40,"15-AUG-2019 16:13:10","15-AUG-2019 16:13:26","","",663,966,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","6","2019081501-00015",1,50,"15-AUG-2019 16:13:38","15-AUG-2019 16:13:49","","",966,966,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","7","2019081501-00015",1,60,"15-AUG-2019 16:14:21","15-AUG-2019 16:14:30","","",966,966,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","8","2019081501-00015",1,70,"15-AUG-2019 16:15:13","15-AUG-2019 16:15:23","","",966,966,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","1","2019081501-00016",1,1,"15-AUG-2019 16:10:23","15-AUG-2019 16:10:27","1"," E02B0040002A3FD",0,0,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","2","2019081501-00016",1,10,"15-AUG-2019 16:12:12","15-AUG-2019 16:12:33","","",0,203,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","3","2019081501-00016",1,20,"15-AUG-2019 16:12:43","15-AUG-2019 16:12:58","","",203,658,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","4","2019081501-00016",1,30,"15-AUG-2019 16:13:18","15-AUG-2019 16:13:35","","",658,658,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","5","2019081501-00016",1,40,"15-AUG-2019 16:13:45","15-AUG-2019 16:14:01","","",658,960,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","6","2019081501-00016",1,50,"15-AUG-2019 16:14:18","15-AUG-2019 16:14:29","","",960,960,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","7","2019081501-00016",1,60,"15-AUG-2019 16:15:01","15-AUG-2019 16:15:10","","",960,960,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","8","2019081501-00016",1,70,"15-AUG-2019 16:15:48","15-AUG-2019 16:15:59","","",960,960,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","1","2019081501-00017",1,1,"15-AUG-2019 16:13:03","15-AUG-2019 16:13:07","1"," E02B0040002A403",0,0,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","2","2019081501-00017",1,10,"15-AUG-2019 16:13:15","15-AUG-2019 16:13:31","","",0,204,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","3","2019081501-00017",1,20,"15-AUG-2019 16:13:39","15-AUG-2019 16:13:57","","",204,661,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","4","2019081501-00017",1,30,"15-AUG-2019 16:14:06","15-AUG-2019 16:14:23","","",661,661,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","5","2019081501-00017",1,40,"15-AUG-2019 16:14:30","15-AUG-2019 16:14:46","","",661,965,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","6","2019081501-00017",1,50,"15-AUG-2019 16:15:00","15-AUG-2019 16:15:11","","",965,965,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","7","2019081501-00017",1,60,"15-AUG-2019 16:15:35","15-AUG-2019 16:15:44","","",965,965,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","8","2019081501-00017",1,70,"15-AUG-2019 16:16:51","15-AUG-2019 16:17:01","","",965,965,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","1","2019081501-00018",1,1,"15-AUG-2019 16:13:42","15-AUG-2019 16:13:46","1"," E02B0040002A405",0,0,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","2","2019081501-00018",1,10,"15-AUG-2019 16:13:57","15-AUG-2019 16:14:11","","",0,203,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","3","2019081501-00018",1,20,"15-AUG-2019 16:14:18","15-AUG-2019 16:14:32","","",203,663,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","4","2019081501-00018",1,30,"15-AUG-2019 16:14:49","15-AUG-2019 16:15:06","","",663,663,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","5","2019081501-00018",1,40,"15-AUG-2019 16:15:27","15-AUG-2019 16:15:42","","",663,967,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","6","2019081501-00018",1,50,"15-AUG-2019 16:15:56","15-AUG-2019 16:16:07","","",967,967,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","7","2019081501-00018",1,60,"15-AUG-2019 16:16:37","15-AUG-2019 16:16:46","","",967,967,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","8","2019081501-00018",1,70,"15-AUG-2019 16:21:16","15-AUG-2019 16:21:27","","",967,967,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","1","2019081501-00019",1,1,"15-AUG-2019 16:14:35","15-AUG-2019 16:14:39","1"," E02B0040002A409",0,0,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","2","2019081501-00019",1,10,"15-AUG-2019 16:14:48","15-AUG-2019 16:15:02","","",0,204,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","3","2019081501-00019",1,20,"15-AUG-2019 16:15:10","15-AUG-2019 16:15:32","","",204,660,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","4","2019081501-00019",1,30,"15-AUG-2019 16:18:23","15-AUG-2019 16:18:40","","",660,660,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","5","2019081501-00019",1,40,"15-AUG-2019 16:19:02","15-AUG-2019 16:19:18","","",660,963,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","6","2019081501-00019",1,50,"15-AUG-2019 16:20:36","15-AUG-2019 16:20:47","","",963,963,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","7","2019081501-00019",1,60,"15-AUG-2019 16:21:05","15-AUG-2019 16:21:14","","",963,963,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","8","2019081501-00019",1,70,"15-AUG-2019 16:21:51","15-AUG-2019 16:22:01","","",963,963,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","1","2019081501-00020",1,1,"15-AUG-2019 16:15:02","15-AUG-2019 16:15:06","1"," E02B0040002A40B",0,0,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","2","2019081501-00020",1,10,"15-AUG-2019 16:15:23","15-AUG-2019 16:15:53","","",0,203,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","3","2019081501-00020",1,20,"15-AUG-2019 16:18:32","15-AUG-2019 16:18:47","","",203,659,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","4","2019081501-00020",1,30,"15-AUG-2019 16:19:00","15-AUG-2019 16:19:17","","",659,659,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","5","2019081501-00020",1,40,"15-AUG-2019 16:20:09","15-AUG-2019 16:20:26","","",659,962,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","6","2019081501-00020",1,50,"15-AUG-2019 16:21:02","15-AUG-2019 16:21:13","","",962,962,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","7","2019081501-00020",1,60,"15-AUG-2019 16:21:38","15-AUG-2019 16:21:47","","",962,962,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","8","2019081501-00020",1,70,"15-AUG-2019 16:22:37","15-AUG-2019 16:22:47","","",962,962,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","1","2019081501-00021",1,1,"15-AUG-2019 16:16:16","15-AUG-2019 16:16:21","1"," E02B0040002A413",0,0,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","2","2019081501-00021",1,10,"15-AUG-2019 16:18:40","15-AUG-2019 16:18:55","","",0,204,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","3","2019081501-00021",1,20,"15-AUG-2019 16:19:06","15-AUG-2019 16:19:21","","",204,662,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","4","2019081501-00021",1,30,"15-AUG-2019 16:19:49","15-AUG-2019 16:20:06","","",662,662,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","5","2019081501-00021",1,40,"15-AUG-2019 16:21:13","15-AUG-2019 16:21:28","","",662,966,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","6","2019081501-00021",1,50,"15-AUG-2019 16:21:42","15-AUG-2019 16:21:53","","",966,966,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","7","2019081501-00021",1,60,"15-AUG-2019 16:22:20","15-AUG-2019 16:22:29","","",966,966,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","8","2019081501-00021",1,70,"15-AUG-2019 16:23:52","15-AUG-2019 16:24:03","","",966,966,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","1","2019081501-00022",1,1,"15-AUG-2019 16:19:28","15-AUG-2019 16:19:32","1"," E02B0040002A413",0,0,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","2","2019081501-00022",1,10,"15-AUG-2019 16:19:41","15-AUG-2019 16:19:58","","",0,204,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","3","2019081501-00022",1,20,"15-AUG-2019 16:21:27","15-AUG-2019 16:21:53","","",204,661,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","4","2019081501-00022",1,30,"15-AUG-2019 16:22:01","15-AUG-2019 16:22:18","","",661,661,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","5","2019081501-00022",1,40,"15-AUG-2019 16:22:27","15-AUG-2019 16:22:43","","",661,965,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","6","2019081501-00022",1,50,"15-AUG-2019 16:22:56","15-AUG-2019 16:23:07","","",965,965,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","7","2019081501-00022",1,60,"15-AUG-2019 16:23:34","15-AUG-2019 16:23:43","","",965,965,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","8","2019081501-00022",1,70,"15-AUG-2019 16:25:48","15-AUG-2019 16:25:59","","",965,965,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","1","2019081501-00023",1,1,"15-AUG-2019 16:20:17","15-AUG-2019 16:20:21","1"," E02B0040002A40E",0,0,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","2","2019081501-00023",1,10,"15-AUG-2019 16:21:01","15-AUG-2019 16:21:17","","",0,202,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","3","2019081501-00023",1,20,"15-AUG-2019 16:23:06","15-AUG-2019 16:23:26","","",202,658,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","4","2019081501-00023",1,30,"15-AUG-2019 16:23:34","15-AUG-2019 16:23:51","","",658,658,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","5","2019081501-00023",1,40,"15-AUG-2019 16:23:58","15-AUG-2019 16:24:14","","",658,961,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","6","2019081501-00023",1,50,"15-AUG-2019 16:24:29","15-AUG-2019 16:24:40","","",961,961,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","7","2019081501-00023",1,60,"15-AUG-2019 16:25:35","15-AUG-2019 16:25:44","","",961,961,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","8","2019081501-00023",1,70,"15-AUG-2019 16:27:52","15-AUG-2019 16:28:03","","",961,961,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","1","2019081501-00024",1,1,"15-AUG-2019 16:21:46","15-AUG-2019 16:21:50","1"," E02B0040002A40B",0,0,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","2","2019081501-00024",1,10,"15-AUG-2019 16:25:14","15-AUG-2019 16:25:29","","",0,202,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","3","2019081501-00024",1,20,"15-AUG-2019 16:25:37","15-AUG-2019 16:25:53","","",202,659,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","4","2019081501-00024",1,30,"15-AUG-2019 16:26:03","15-AUG-2019 16:26:19","","",659,659,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","5","2019081501-00024",1,40,"15-AUG-2019 16:26:31","15-AUG-2019 16:26:47","","",659,963,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","6","2019081501-00024",1,50,"15-AUG-2019 16:27:00","15-AUG-2019 16:27:11","","",963,963,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","7","2019081501-00024",1,60,"15-AUG-2019 16:27:40","15-AUG-2019 16:27:49","","",963,963,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","8","2019081501-00024",1,70,"15-AUG-2019 16:28:56","15-AUG-2019 16:29:07","","",963,963,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","1","2019081501-00025",1,1,"15-AUG-2019 16:26:00","15-AUG-2019 16:26:04","1"," E02B0040002A409",0,0,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","2","2019081501-00025",1,10,"15-AUG-2019 16:26:13","15-AUG-2019 16:26:29","","",0,203,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","3","2019081501-00025",1,20,"15-AUG-2019 16:26:36","15-AUG-2019 16:26:56","","",203,661,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","4","2019081501-00025",1,30,"15-AUG-2019 16:27:09","15-AUG-2019 16:27:26","","",661,661,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","5","2019081501-00025",1,40,"15-AUG-2019 16:27:39","15-AUG-2019 16:27:56","","",661,965,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","6","2019081501-00025",1,50,"15-AUG-2019 16:28:08","15-AUG-2019 16:28:19","","",965,965,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","7","2019081501-00025",1,60,"15-AUG-2019 16:28:44","15-AUG-2019 16:28:53","","",965,965,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","8","2019081501-00025",1,70,"15-AUG-2019 16:29:52","15-AUG-2019 16:30:02","","",965,965,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","1","2019081501-00026",1,1,"15-AUG-2019 16:27:08","15-AUG-2019 16:27:12","1"," E02B0040002A405",0,0,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","2","2019081501-00026",1,10,"15-AUG-2019 16:27:21","15-AUG-2019 16:27:35","","",0,206,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","3","2019081501-00026",1,20,"15-AUG-2019 16:27:41","15-AUG-2019 16:27:54","","",206,662,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","4","2019081501-00026",1,30,"15-AUG-2019 16:28:07","15-AUG-2019 16:28:24","","",662,662,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","5","2019081501-00026",1,40,"15-AUG-2019 16:28:31","15-AUG-2019 16:28:49","","",662,967,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","6","2019081501-00026",1,50,"15-AUG-2019 16:29:04","15-AUG-2019 16:29:15","","",967,967,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","7","2019081501-00026",1,60,"15-AUG-2019 16:29:39","15-AUG-2019 16:29:48","","",967,967,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","8","2019081501-00026",1,70,"15-AUG-2019 16:30:58","15-AUG-2019 16:31:09","","",967,967,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","1","2019081501-00027",1,1,"15-AUG-2019 16:28:07","15-AUG-2019 16:28:11","1"," E02B0040002A403",0,0,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","2","2019081501-00027",1,10,"15-AUG-2019 16:28:20","15-AUG-2019 16:28:34","","",0,204,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","3","2019081501-00027",1,20,"15-AUG-2019 16:28:45","15-AUG-2019 16:28:59","","",204,663,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","4","2019081501-00027",1,30,"15-AUG-2019 16:29:11","15-AUG-2019 16:29:27","","",663,663,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","5","2019081501-00027",1,40,"15-AUG-2019 16:29:35","15-AUG-2019 16:29:51","","",663,968,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","6","2019081501-00027",1,50,"15-AUG-2019 16:30:06","15-AUG-2019 16:30:17","","",968,968,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","7","2019081501-00027",1,60,"15-AUG-2019 16:30:45","15-AUG-2019 16:30:54","","",968,968,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","8","2019081501-00027",1,70,"15-AUG-2019 16:32:02","15-AUG-2019 16:32:13","","",968,968,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","1","2019081501-00028",1,1,"15-AUG-2019 16:29:10","15-AUG-2019 16:29:14","1"," E02B0040002A400",0,0,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","2","2019081501-00028",1,10,"15-AUG-2019 16:29:20","15-AUG-2019 16:29:42","","",0,204,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","3","2019081501-00028",1,20,"15-AUG-2019 16:29:49","15-AUG-2019 16:30:03","","",204,662,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","4","2019081501-00028",1,30,"15-AUG-2019 16:30:13","15-AUG-2019 16:30:30","","",662,662,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","5","2019081501-00028",1,40,"15-AUG-2019 16:30:37","15-AUG-2019 16:30:53","","",662,966,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","6","2019081501-00028",1,50,"15-AUG-2019 16:31:06","15-AUG-2019 16:31:17","","",966,966,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","7","2019081501-00028",1,60,"15-AUG-2019 16:31:49","15-AUG-2019 16:31:58","","",966,966,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","8","2019081501-00028",1,70,"15-AUG-2019 16:32:58","15-AUG-2019 16:33:08","","",966,966,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","1","2019081501-00029",1,1,"15-AUG-2019 16:30:08","15-AUG-2019 16:30:12","1"," E02B0040002A3FD",0,0,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","2","2019081501-00029",1,10,"15-AUG-2019 16:30:21","15-AUG-2019 16:30:34","","",0,205,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","3","2019081501-00029",1,20,"15-AUG-2019 16:30:42","15-AUG-2019 16:30:57","","",205,660,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","4","2019081501-00029",1,30,"15-AUG-2019 16:31:13","15-AUG-2019 16:31:30","","",660,660,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","5","2019081501-00029",1,40,"15-AUG-2019 16:31:38","15-AUG-2019 16:31:54","","",660,963,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","6","2019081501-00029",1,50,"15-AUG-2019 16:32:06","15-AUG-2019 16:32:18","","",963,963,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","7","2019081501-00029",1,60,"15-AUG-2019 16:32:45","15-AUG-2019 16:32:54","","",963,963,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","8","2019081501-00029",1,70,"15-AUG-2019 16:34:07","15-AUG-2019 16:34:18","","",963,963,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","1","2019081501-00030",1,1,"15-AUG-2019 16:31:03","15-AUG-2019 16:31:07","1"," E02B0040002A3EE",0,0,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","2","2019081501-00030",1,10,"15-AUG-2019 16:31:27","15-AUG-2019 16:31:42","","",0,203,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
"1297","L1_SA_SU","3","2019081501-00030",1,20,"15-AUG-2019 16:31:55","15-AUG-2019 16:32:08","","",203,659,"SUCCESS","SFC_COMPLETE","MESYS",15-AUG-19,15-AUG-19,9
